Detail ID,Title,Article,Standard Number,Wr Wrk Inst,RH Acct Number,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Line,Error Reason
10000646,Intensive care medicine,Intensive care medicine 32(9),12345XX-71498,123456789,1000014147,,10/8/2014,,23.25,Univ,,2015,,331,Market Period From: Field is required and cannot be null or empty
10000647,Intensive care medicine,organ donation in paediatric traumatic brain injury,12345XX-71500,123456789,1000014148,,10/9/2014,,23.25,Univ,,2015,,332,Market Period From: Field is required and cannot be null or empty
10000648,Invitation to biology,The Digestive System,12345XX-74165,123456789,1000014149,,10/10/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,333,Market Period From: Field is required and cannot be null or empty
10000649,Invitation to biology,The Digestive System,12345XX-74171,123456789,1000000563,,10/11/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,334,Market Period From: Field is required and cannot be null or empty
10000650,Joint structure and function : a comprehensive analysis,COLLATERAL LIGAMENT SPRAIN; VOLAR PLATE,12345XX-75902,123456789,1000022340,,10/12/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,335,Market Period From: Field is required and cannot be null or empty
10000651,Joint structure and function : a comprehensive analysis,COLLATERAL LIGAMENT SPRAIN; VOLAR PLATE,12345XX-75917,123456789,1000000631,,10/13/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,336,Market Period From: Field is required and cannot be null or empty
10000652,Journal of abnormal psychology (1965- ),Reflections on Cultural Humility,12345XX-76094,123456789,1000001854,,10/14/2014,,23.25,Univ,,2015,,337,Market Period From: Field is required and cannot be null or empty
10000653,Journal of abnormal psychology (1965- ),Reflections on Cultural Humility,12345XX-76104,123456789,1000014150,,10/15/2014,,23.25,Univ,,2015,,338,Market Period From: Field is required and cannot be null or empty
10000654,Journal of manipulative and physiological therapeutics (1978- ),THE NECK DISABILITY INDEX QUESTIONNAIRE,12345XX-79501,123456789,1000003835,,10/16/2014,,23.25,Univ,,2015,,339,Market Period From: Field is required and cannot be null or empty
10000655,Journal of manipulative and physiological therapeutics (1978- ),THE NECK DISABILITY INDEX QUESTIONNAIRE,12345XX-79505,123456789,1000025065,,10/17/2014,,23.25,Univ,,2015,,340,Market Period From: Field is required and cannot be null or empty
10000656,Journal of pediatric nursing,Sheltering children (vol 181088.89 no 2),12345XX-79898,123456789,1000020275,,10/18/2014,,23.25,Univ,,2015,,341,Market Period From: Field is required and cannot be null or empty
10000657,Journal of pediatric nursing,Sheltering children (vol 181088.89 no 2),12345XX-79966,123456789,1000020564,,10/19/2014,,23.25,Univ,,2015,,342,Market Period From: Field is required and cannot be null or empty
10000658,Journal of post anesthesia nursing (1986-1996),What floor nurses want to hear from you,12345XX-80576,123456789,1000014151,,10/20/2014,,23.25,Univ,,2015,,343,Market Period From: Field is required and cannot be null or empty
10000659,Journal of post anesthesia nursing (1986-1996),What floor nurses want to hear from you,12345XX-80588,123456789,1000013349,,10/21/2014,,23.25,Univ,,2015,,344,Market Period From: Field is required and cannot be null or empty
10000660,Journal of post anesthesia nursing (1986-1996),What floor nurses want to hear from you,12345XX-80615,123456789,1000013785,,10/22/2014,,23.25,Univ,,2015,,345,Market Period From: Field is required and cannot be null or empty
10000661,Journal of post anesthesia nursing (1986-1996),What floor nurses want to hear from you,12345XX-80627,123456789,1000023734,,10/23/2014,,23.25,Univ,,2015,,346,Market Period From: Field is required and cannot be null or empty
10000662,Laboratory anatomy of the fetal pig,,12345XX-83788,123456789,1000013786,,10/24/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,347,Market Period From: Field is required and cannot be null or empty
10000663,Laboratory anatomy of the fetal pig,,12345XX-83791,123456789,1000018206,,10/25/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,348,Market Period From: Field is required and cannot be null or empty
10000664,Laboratory embryology of the chick,,12345XX-83806,123456789,1000008152,,10/26/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,349,Market Period From: Field is required and cannot be null or empty
10000665,Laboratory embryology of the chick,,12345XX-83809,123456789,1000011418,,10/27/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,350,Market Period From: Field is required and cannot be null or empty
10000666,Laboratory investigations in biology,,12345XX-83814,123456789,1000016994,,10/28/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,351,Market Period From: Field is required and cannot be null or empty
10000667,Laboratory investigations in biology,,12345XX-83818,123456789,1000003959,,10/29/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,352,Market Period From: Field is required and cannot be null or empty
10000668,Leading and leadership,The Antileadership Vaccine,12345XX-85069,123456789,1000004025,,10/30/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,353,Market Period From: Field is required and cannot be null or empty
10000669,Leading and leadership,The Antileadership Vaccine,12345XX-85076,123456789,1000032184,,10/31/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,354,Market Period From: Field is required and cannot be null or empty
10000670,Learning to weave,,12345XX-85333,123456789,1000034273,,11/1/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,355,Market Period From: Field is required and cannot be null or empty
10000671,Learning to weave,,12345XX-85335,123456789,1000002556,,11/2/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,356,Market Period From: Field is required and cannot be null or empty
10000672,Los Angeles times (1881- ),The Los Angeles Times,12345XX-87678,123456789,1000027524,,11/3/2014,,23.25,Univ,,2015,,357,Market Period From: Field is required and cannot be null or empty
10000673,Los Angeles times (1881- ),The Los Angeles Times,12345XX-87700,123456789,1000002787,,11/4/2014,,23.25,Univ,,2015,,358,Market Period From: Field is required and cannot be null or empty
10000674,Maigret's boyhood friend,Maigret's Boyhood Friend,12345XX-88199,123456789,1000015150,,11/5/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,359,Market Period From: Field is required and cannot be null or empty
10000675,Maigret's boyhood friend,Maigret's Boyhood Friend,12345XX-88202,123456789,1000005969,,11/6/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,360,Market Period From: Field is required and cannot be null or empty
10000676,Marriott's practical electrocardiography,(Illustration),12345XX-89847,123456789,1000022693,,11/7/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,361,Market Period From: Field is required and cannot be null or empty
10000677,Marriott's practical electrocardiography,(Illustration),12345XX-89851,123456789,1000025073,,11/8/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,362,Market Period From: Field is required and cannot be null or empty
10000678,Mediation and facilitation training manual : foundations and skills for constructive conflict transformation,Selected Conflict-Related Themes in the Bible,12345XX-91342,123456789,1000015501,,11/9/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,363,Market Period From: Field is required and cannot be null or empty
10000679,Mediation and facilitation training manual : foundations and skills for constructive conflict transformation,Selected Conflict-Related Themes in the Bible,12345XX-91344,123456789,1000017622,,11/10/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,364,Market Period From: Field is required and cannot be null or empty
10000680,Mind1088.89 mood & memory : maintaining mental fitness from middle age and beyond,Managing your mood can benefit your health,12345XX-93278,123456789,1000013558,,11/11/2014,,23.25,Univ,,2015,,365,Market Period From: Field is required and cannot be null or empty
10000681,Mind1088.89 mood & memory : maintaining mental fitness from middle age and beyond,Managing your mood can benefit your health,12345XX-93285,123456789,1000029663,,11/12/2014,,23.25,Univ,,2015,,366,Market Period From: Field is required and cannot be null or empty
10000682,Monthly review (1949- ),A NOTE ON THE COMMUNIST MANIFESTO (VOL 501088.89 NO 11088.89 MAY 98),12345XX-94810,123456789,1000025475,,11/13/2014,,23.25,Univ,,2015,,367,Market Period From: Field is required and cannot be null or empty
10000683,Monthly review (1949- ),A NOTE ON THE COMMUNIST MANIFESTO (VOL 501088.89 NO 11088.89 MAY 98),12345XX-94871,123456789,1000000824,,11/14/2014,,23.25,Univ,,2015,,368,Market Period From: Field is required and cannot be null or empty
10000684,Mother baby journal : MBJ (1996-2000 ),The significance of the neutrophil in the diagnosis of neonatal sepsis: Using a metaphor,12345XX-95413,123456789,1000010531,,11/15/2014,,23.25,Univ,,2015,,369,Market Period From: Field is required and cannot be null or empty
10000685,Mother baby journal : MBJ (1996-2000 ),The significance of the neutrophil in the diagnosis of neonatal sepsis: Using a metaphor,12345XX-95432,123456789,1000030313,,11/16/2014,,23.25,Univ,,2015,,370,Market Period From: Field is required and cannot be null or empty
10000686,Music in theory and practice,Two-Voice Eighteenth-Century Counterpoint,12345XX-97039,123456789,1000014248,,11/17/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,371,Market Period From: Field is required and cannot be null or empty
10000687,Music in theory and practice,Two-Voice Eighteenth-Century Counterpoint,12345XX-97067,123456789,1000018813,,11/18/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,372,Market Period From: Field is required and cannot be null or empty
10000688,National geographic (1959- ),Amelia earhart,12345XX-97950,123456789,1000022700,,11/19/2014,,23.25,Univ,,2015,,373,Market Period From: Field is required and cannot be null or empty
10000689,National geographic (1959- ),Amelia earhart,12345XX-97953,123456789,1000009162,,11/20/2014,,23.25,Univ,,2015,,374,Market Period From: Field is required and cannot be null or empty
10000690,National geographic (1959- ),Disease Makes Pariahs of Yellowstone's Bison,12345XX-97957,123456789,1000023479,,11/21/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,375,Market Period From: Field is required and cannot be null or empty
10000691,National geographic (1959- ),Disease Makes Pariahs of Yellowstone's Bison,12345XX-98012,123456789,1000025246,,11/22/2014,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,376,Market Period From: Field is required and cannot be null or empty
10000692,Neonatal network : NN (1981- ),Parents as Partners in the NICU,12345XX-99038,123456789,1000004394,,11/23/2014,,23.25,Univ,,2015,,377,Market Period From: Field is required and cannot be null or empty
10000693,Neonatal network : NN (1981- ),Parents as Partners in the NICU,12345XX-99417,123456789,1000026786,,11/24/2014,,23.25,Univ,,2015,,378,Market Period From: Field is required and cannot be null or empty
10000694,Nephrology nursing journal (2000- ),Dry Weight: to be set or not to be?that is a good question,12345XX-99842,123456789,1000011051,,11/25/2014,,23.25,Univ,,2015,,379,Market Period From: Field is required and cannot be null or empty
10000695,Nephrology nursing journal (2000- ),Laboratory Data Evaluation: How Does the Renal Dietitian Interpret Results,12345XX-99845,123456789,1000008936,,11/26/2014,,23.25,Univ,,2015,,380,Market Period From: Field is required and cannot be null or empty
10000696,Nephrology nursing journal (2000- ),Dry Weight: to be set or not to be?that is a good question,12345XX-100021,123456789,1000015689,,11/27/2014,,23.25,Univ,,2015,,381,Market Period From: Field is required and cannot be null or empty
10000697,Nephrology nursing journal (2000- ),Laboratory Data Evaluation: How Does the Renal Dietitian Interpret Results,12345XX-100024,123456789,1000006910,,11/28/2014,,23.25,Univ,,2015,,382,Market Period From: Field is required and cannot be null or empty
10000698,NFPA journal (1991- ),The Best Defense,12345XX-101207,123456789,1000024804,,11/29/2014,,23.25,Univ,,2015,,383,Market Period From: Field is required and cannot be null or empty
10000699,NFPA journal (1991- ),Owner's Manual's for Buildings,12345XX-101208,123456789,1000023770,,11/30/2014,,23.25,Univ,,2015,,384,Market Period From: Field is required and cannot be null or empty
10000700,NFPA journal (1991- ),Alarm systems and false alarms,12345XX-101212,123456789,1000009784,,12/1/2014,,23.25,Univ,,2015,,385,Market Period From: Field is required and cannot be null or empty
10000701,NFPA journal (1991- ),The Best Defense,12345XX-101348,123456789,1000033071,,12/2/2014,,23.25,Univ,,2015,,386,Market Period From: Field is required and cannot be null or empty
10000702,NFPA journal (1991- ),Owner's Manual's for Buildings,12345XX-101349,123456789,1000033442,,12/3/2014,,23.25,Univ,,2015,,387,Market Period From: Field is required and cannot be null or empty
10000703,NFPA journal (1991- ),Alarm systems and false alarms,12345XX-101353,123456789,1000022004,,12/4/2014,,23.25,Univ,,2015,,388,Market Period From: Field is required and cannot be null or empty
10000704,Nursing (1971- ),Warm Blankets,12345XX-102668,123456789,1000011158,,12/5/2014,,23.25,Univ,,2015,,389,Market Period From: Field is required and cannot be null or empty
10000705,Nursing (1971- ),Getting through the night: Compassionate care is never wasted1088.89 even when the patient seems unaware of it,12345XX-102711,123456789,1000032878,,12/6/2014,,23.25,Univ,,2015,,390,Market Period From: Field is required and cannot be null or empty
10000706,Nursing (1971- ),Nursing 27(8),12345XX-102910,123456789,1000020008,,12/7/2014,,23.25,Univ,,2015,,391,Market Period From: Field is required and cannot be null or empty
10000707,Nursing (1971- ),Getting through the night: Compassionate care is never wasted1088.89 even when the patient seems unaware of it,12345XX-103018,123456789,1000008938,,12/8/2014,,23.25,Univ,,2015,,392,Market Period From: Field is required and cannot be null or empty
10000708,Nursing (1971- ),Figure 3 Blood Components,12345XX-103049,123456789,1000023122,,12/9/2014,,23.25,Univ,,2015,,393,Market Period From: Field is required and cannot be null or empty
10000709,Nursing (1971- ),Performing a skin assessment,12345XX-103135,123456789,1000026050,,12/10/2014,,23.25,Univ,,2015,,394,Market Period From: Field is required and cannot be null or empty
10000710,Nursing (1971- ),Getting through the night: Compassionate care is never wasted1088.89 even when the patient seems unaware of it,12345XX-103322,123456789,1000031792,,12/11/2014,,23.25,Univ,,2015,,395,Market Period From: Field is required and cannot be null or empty
10000711,Nursing (1971- ),Recognizing Compartment Syndrome,12345XX-103427,123456789,1000022771,,12/12/2014,,23.25,Univ,,2015,,396,Market Period From: Field is required and cannot be null or empty
