Title,Article,Standard Number,Wr Wrk Inst,RH Account #,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Comment,Line,Error Reason
Pediatric nursing (1975- ),A Pediatric Resuscitiation Poster: Development and Multiple Uses,12345XX-110697,123456789,1000002628,,3/16/2017,,23.25,Univ,,2015,,,417,Market Period From: Field is required and cannot be null or empty
Pediatric nursing (1975- ),A Pediatric Resuscitiation Poster: Development and Multiple Uses,12345XX-110730,123456789,1000017250,,3/17/2017,,23.25,Univ,,2015,,,418,Market Period From: Field is required and cannot be null or empty
Pediatric nursing (1975- ),Facing Challenges to Family-Centered Care II: Anger in the Clinical Setting,12345XX-110752,123456789,1000030120,,3/18/2017,,23.25,Univ,,2015,,,419,Market Period From: Field is required and cannot be null or empty
Pediatric nursing (1975- ),A Pediatric Resuscitiation Poster: Development and Multiple Uses,12345XX-110847,123456789,1000008935,,3/19/2017,,23.25,Univ,,2015,,,420,Market Period From: Field is required and cannot be null or empty
Pediatric nursing (1975- ),Facing challenges to family-centered care. II: Anger in the clinical setting,12345XX-110861,123456789,1000001059,,3/20/2017,,23.25,Univ,,2015,,,421,Market Period From: Field is required and cannot be null or empty
Pediatric nursing (1975- ),A Pediatric Resuscitiation Poster: Development and Multiple Uses,12345XX-110865,123456789,1000004881,,3/21/2017,,23.25,Univ,,2015,,,422,Market Period From: Field is required and cannot be null or empty
Pediatric nursing (1975- ),A Pediatric Resuscitiation Poster: Development and Multiple Uses,12345XX-110898,123456789,1000020091,,3/22/2017,,23.25,Univ,,2015,,,423,Market Period From: Field is required and cannot be null or empty
Pediatric nursing (1975- ),Facing Challenges to Family-Centered Care II: Anger in the Clinical Setting,12345XX-110920,123456789,1000010057,,3/23/2017,,23.25,Univ,,2015,,,424,Market Period From: Field is required and cannot be null or empty
Pediatrics (1948- ),Procedures1088.89 Pain1088.89 and Parents,12345XX-110952,123456789,1000024734,,3/24/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,425,Market Period From: Field is required and cannot be null or empty
Pediatrics (1948- ),Procedures1088.89 Pain1088.89 and Parents,12345XX-110972,123456789,1000015508,,3/25/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,426,Market Period From: Field is required and cannot be null or empty
Philosophy today,PHILOSOPHY TODAY1088.89 NO. 291088.89 SEPT. 231088.89 1996,12345XX-112756,123456789,1000004088,,3/26/2017,,23.25,Univ,,2015,,,427,Market Period From: Field is required and cannot be null or empty
Philosophy today,PHILOSOPHY TODAY1088.89 NO. 291088.89 SEPT. 231088.89 1996,12345XX-112760,123456789,1000012058,,3/27/2017,,23.25,Univ,,2015,,,428,Market Period From: Field is required and cannot be null or empty
Pittsburgh tribune review (1992- ),EIGHT-YEAR-OLD WHITEHALL BOY SAVES LITTLE SISTER FROM ABDUCTIONTRY,12345XX-113495,123456789,1000031995,,3/28/2017,,23.25,Univ,,2015,,,429,Market Period From: Field is required and cannot be null or empty
Pittsburgh tribune review (1992- ),EIGHT-YEAR-OLD WHITEHALL BOY SAVES LITTLE SISTER FROM ABDUCTIONTRY,12345XX-113499,123456789,1000004498,,3/29/2017,,23.25,Univ,,2015,,,430,Market Period From: Field is required and cannot be null or empty
Pocket atlas of sectional anatomy : computed tomography and magnetic resonance imaging,,12345XX-114062,123456789,1000010987,,3/30/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,431,Market Period From: Field is required and cannot be null or empty
Pocket atlas of sectional anatomy : computed tomography and magnetic resonance imaging,,12345XX-114066,123456789,1000011144,,3/31/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,432,Market Period From: Field is required and cannot be null or empty
Pocket atlas of sectional anatomy : computed tomography and magnetic resonance imaging,,12345XX-114080,123456789,1000013969,,4/1/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,433,Market Period From: Field is required and cannot be null or empty
Pocket atlas of sectional anatomy : computed tomography and magnetic resonance imaging,,12345XX-114084,123456789,1000033024,,4/2/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,434,Market Period From: Field is required and cannot be null or empty
Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,The Broselow Tape: Taking the Guesswork out of Resuscitation Meds,12345XX-115972,123456789,1000023256,,4/3/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,435,Market Period From: Field is required and cannot be null or empty
Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,The Broselow Tape: Taking the Guesswork out of Resuscitation Meds,12345XX-116054,123456789,1000029209,,4/4/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,436,Market Period From: Field is required and cannot be null or empty
Preaching : an essential guide,Sequence of Steps to Prepare a Sermon,12345XX-116358,123456789,1000019673,,4/5/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,437,Market Period From: Field is required and cannot be null or empty
Preaching : an essential guide,Sequence of Steps to Prepare a Sermon,12345XX-116359,123456789,1000021349,,4/6/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,438,Market Period From: Field is required and cannot be null or empty
Principles and practices of disability management in industry,Principles and practices of disability management in industry,12345XX-116885,123456789,1000021744,,4/7/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,439,Market Period From: Field is required and cannot be null or empty
Principles and practices of disability management in industry,Ten Questions Commonly Posed to the Physician Performing an IME-,12345XX-116887,123456789,1000007266,,4/8/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,440,Market Period From: Field is required and cannot be null or empty
Principles and practices of disability management in industry,Principles and practices of disability management in industry,12345XX-116892,123456789,1000030957,,4/9/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,441,Market Period From: Field is required and cannot be null or empty
Principles and practices of disability management in industry,Ten Questions Commonly Posed to the Physician Performing an IME-,12345XX-116894,123456789,1000019321,,4/10/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,442,Market Period From: Field is required and cannot be null or empty
Psychiatric rehabilitation journal (1995- ),Recovery: The heart and soul of treatment.,12345XX-118304,123456789,1000022081,,4/11/2017,,23.25,Univ,,2015,,,443,Market Period From: Field is required and cannot be null or empty
Psychiatric rehabilitation journal (1995- ),Recovery: The heart and soul of treatment.,12345XX-118332,123456789,1000010546,,4/12/2017,,23.25,Univ,,2015,,,444,Market Period From: Field is required and cannot be null or empty
Radiologic technology (1963- ),How to Review Literature,12345XX-121588,123456789,1000000298,,4/13/2017,,23.25,Univ,,2015,,,445,Market Period From: Field is required and cannot be null or empty
Radiologic technology (1963- ),How to Review Literature,12345XX-121606,123456789,1000001224,,4/14/2017,,23.25,Univ,,2015,,,446,Market Period From: Field is required and cannot be null or empty
Restraint and handling of wild and domestic animals,,12345XX-125539,123456789,1000014560,,4/15/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,447,Market Period From: Field is required and cannot be null or empty
Restraint and handling of wild and domestic animals,,12345XX-125545,123456789,1000012240,,4/16/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,448,Market Period From: Field is required and cannot be null or empty
RN = Registered nurse (1937- 2009),The other end of the needle,12345XX-126716,123456789,1000003335,,4/17/2017,,23.25,Univ,,2015,,,449,Market Period From: Field is required and cannot be null or empty
RN = Registered nurse (1937- 2009),The other end of the needle,12345XX-126871,123456789,1000017124,,4/18/2017,,23.25,Univ,,2015,,,450,Market Period From: Field is required and cannot be null or empty
Scientific American (1845- ),Is hormone replacement therapy at risk,12345XX-128857,123456789,1000022151,,4/19/2017,,23.25,Univ,,2015,,,451,Market Period From: Field is required and cannot be null or empty
Scientific American (1845- ),Is hormone replacement therapy at risk,12345XX-129228,123456789,1000005469,,4/20/2017,,23.25,Univ,,2015,,,452,Market Period From: Field is required and cannot be null or empty
Seeing children1088.89 seeing God : a practical theology of children and poverty,Children1088.89 Poverty and Pastoral Care,12345XX-130250,123456789,1000002100,,4/21/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,453,Market Period From: Field is required and cannot be null or empty
Seeing children1088.89 seeing God : a practical theology of children and poverty,Children1088.89 Poverty and Pastoral Care,12345XX-130251,123456789,1000021919,,4/22/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,454,Market Period From: Field is required and cannot be null or empty
Selected poems,Selected Poems,12345XX-130497,123456789,1000005175,,4/23/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,455,Market Period From: Field is required and cannot be null or empty
Selected poems,Selected Poems,12345XX-130519,123456789,1000003938,,4/24/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,456,Market Period From: Field is required and cannot be null or empty
Singular texts/plural authors : perspectives on collaborative writing,Intertexts,12345XX-133332,123456789,1000032958,,4/25/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,457,Market Period From: Field is required and cannot be null or empty
Singular texts/plural authors : perspectives on collaborative writing,Intertexts,12345XX-133336,123456789,1000009115,,4/26/2017,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,458,Market Period From: Field is required and cannot be null or empty
SPIE institutes for advanced optical technologies (1962- ),Images--There is a doucmented tendency to overxpose in CR and DR,12345XX-137736,123456789,1000009672,,4/27/2017,,23.25,Univ,,2015,,,459,Market Period From: Field is required and cannot be null or empty
SPIE institutes for advanced optical technologies (1962- ),Image--There is a doucmented tendency to overexpose in CR adn DR,12345XX-137737,123456789,1000020388,,4/28/2017,,23.25,Univ,,2015,,,460,Market Period From: Field is required and cannot be null or empty
SPIE institutes for advanced optical technologies (1962- ),Images--There is a doucmented tendency to overxpose in CR and DR,12345XX-137740,123456789,1000032947,,4/29/2017,,23.25,Univ,,2015,,,461,Market Period From: Field is required and cannot be null or empty
SPIE institutes for advanced optical technologies (1962- ),Image--There is a doucmented tendency to overexpose in CR adn DR,12345XX-137741,123456789,1000020154,,4/30/2017,,23.25,Univ,,2015,,,462,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),WHEN RENEWAL IS NOT AUTOMATIC1088.89 RETENTION BECOMES PRIORITY,12345XX-139961,123456789,1000027151,,5/1/2017,,23.25,Univ,,2015,,,463,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),SHOP SAINTS' TOUT SPONSORS' GOODS,12345XX-139962,123456789,1000003457,,5/2/2017,,23.25,Univ,,2015,,,464,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),STUDENT GAIN ON-THE-JOB EXPERIENCE IN FRONT-OFFICE CLASSROOM,12345XX-139963,123456789,1000011159,,5/3/2017,,23.25,Univ,,2015,,,465,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),FORMULA FOR PERFECT PROMOTION: SIMPLE1088.89 CREATIVE1088.89 DOMINATING,12345XX-139965,123456789,1000008958,,5/4/2017,,23.25,Univ,,2015,,,466,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),PANTHERS HOPE FREE TICKETS CREATE NEW BUYERS,12345XX-139966,123456789,1000002221,,5/5/2017,,23.25,Univ,,2015,,,467,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),BOBCATS GO OFF THE COURT FOR ACTIVITIES TO LURE RENEWALS,12345XX-139967,123456789,1000008077,,5/6/2017,,23.25,Univ,,2015,,,468,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),NETS1088.89 PANTHERS OFFER CROSS-COUNTRY TICKET DEAL,12345XX-139968,123456789,1000008051,,5/7/2017,,23.25,Univ,,2015,,,469,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),SEASON-TICKET HOLDRES SNAP UP HEAT'S NEW THREE-YEAR PLANS,12345XX-139969,123456789,1000008933,,5/8/2017,,23.25,Univ,,2015,,,470,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),CARDS SKIP TEST RUN1088.89 EMBRACE DYNAMIC PRICING FOR WHOLE BALLPARK,12345XX-139970,123456789,1000031236,,5/9/2017,,23.25,Univ,,2015,,,471,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),FOR CUB'S1088.89 DYNAMIC PRICING'S A ONE-WAY STREET,12345XX-139971,123456789,1000011454,,5/10/2017,,23.25,Univ,,2015,,,472,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),IN FOR THE LONG HAUL,12345XX-139981,123456789,1000007692,,5/11/2017,,23.25,Univ,,2015,,,473,Market Period From: Field is required and cannot be null or empty
Street & Smith's SportsBusiness journal (1998- ),DEPAOLI1088.89 METS ARE WORKING FOR THE WEEKEND.,12345XX-140034,123456789,1000008910,,5/12/2017,,23.25,Univ,,2015,,,474,Market Period From: Field is required and cannot be null or empty
